schema_name,relation_name,ordinal_position,column_name,data_type,is_nullable,column_default,identity_kind,generated_kind
public,user_missions,6,last_progress_at,timestamp with time zone,t,,,
public,user_missions,7,claimed,boolean,f,false,,
public,user_quotas,1,id,uuid,f,gen_random_uuid(),,
public,user_quotas,2,user_id,uuid,t,,,
public,user_quotas,3,plan_type,character varying(50),t,'free'::character varying,,
public,user_quotas,4,monthly_limit,integer,t,5,,
public,user_quotas,5,used_this_month,integer,t,0,,
public,user_quotas,6,reset_date,date,t,"(date_trunc('month'::text, now()) + '1 mon -1 days'::interval)",,
public,user_quotas,7,created_at,timestamp with time zone,t,now(),,
public,user_quotas,8,updated_at,timestamp with time zone,t,now(),,
public,users,1,id,uuid,f,,,
public,users,2,email,text,f,,,
public,users,3,subscription_plan,character varying(20),t,'free'::character varying,,
public,users,4,stripe_customer_id,text,t,,,
public,users,5,stripe_subscription_id,text,t,,,
public,users,6,created_at,timestamp with time zone,t,now(),,
public,users,7,updated_at,timestamp with time zone,t,now(),,
public,waiting_list,1,id,uuid,f,gen_random_uuid(),,
public,waiting_list,2,email,text,f,,,
public,waiting_list,3,created_at,timestamp with time zone,t,now(),,
public,waiting_list,4,status,text,t,'waiting'::text,,
public,waiting_list,5,invited_at,timestamp with time zone,t,,,
public,waiting_list,6,accepted_at,timestamp with time zone,t,,,
realtime,messages,1,topic,text,f,,,
realtime,messages,2,extension,text,f,,,
realtime,messages,3,payload,jsonb,t,,,
realtime,messages,4,event,text,t,,,
realtime,messages,5,private,boolean,t,false,,
realtime,messages,6,updated_at,timestamp without time zone,f,now(),,
realtime,messages,7,inserted_at,timestamp without time zone,f,now(),,
realtime,messages,8,id,uuid,f,gen_random_uuid(),,
realtime,messages,9,binary_payload,bytea,t,,,
realtime,messages_2026_07_31,1,topic,text,f,,,
realtime,messages_2026_07_31,2,extension,text,f,,,
realtime,messages_2026_07_31,3,payload,jsonb,t,,,
realtime,messages_2026_07_31,4,event,text,t,,,
realtime,messages_2026_07_31,5,private,boolean,t,false,,
realtime,messages_2026_07_31,6,updated_at,timestamp without time zone,f,now(),,
realtime,messages_2026_07_31,7,inserted_at,timestamp without time zone,f,now(),,
realtime,messages_2026_07_31,8,id,uuid,f,gen_random_uuid(),,
realtime,messages_2026_07_31,9,binary_payload,bytea,t,,,
realtime,messages_2026_08_01,1,topic,text,f,,,
realtime,messages_2026_08_01,2,extension,text,f,,,
realtime,messages_2026_08_01,3,payload,jsonb,t,,,
realtime,messages_2026_08_01,4,event,text,t,,,
realtime,messages_2026_08_01,5,private,boolean,t,false,,
realtime,messages_2026_08_01,6,updated_at,timestamp without time zone,f,now(),,
realtime,messages_2026_08_01,7,inserted_at,timestamp without time zone,f,now(),,
realtime,messages_2026_08_01,8,id,uuid,f,gen_random_uuid(),,
realtime,messages_2026_08_01,9,binary_payload,bytea,t,,,
realtime,messages_2026_08_02,1,topic,text,f,,,
realtime,messages_2026_08_02,2,extension,text,f,,,
realtime,messages_2026_08_02,3,payload,jsonb,t,,,
realtime,messages_2026_08_02,4,event,text,t,,,
realtime,messages_2026_08_02,5,private,boolean,t,false,,
realtime,messages_2026_08_02,6,updated_at,timestamp without time zone,f,now(),,
realtime,messages_2026_08_02,7,inserted_at,timestamp without time zone,f,now(),,
realtime,messages_2026_08_02,8,id,uuid,f,gen_random_uuid(),,
realtime,messages_2026_08_02,9,binary_payload,bytea,t,,,
realtime,messages_2026_08_03,1,topic,text,f,,,
realtime,messages_2026_08_03,2,extension,text,f,,,
realtime,messages_2026_08_03,3,payload,jsonb,t,,,
realtime,messages_2026_08_03,4,event,text,t,,,
realtime,messages_2026_08_03,5,private,boolean,t,false,,
realtime,messages_2026_08_03,6,updated_at,timestamp without time zone,f,now(),,
realtime,messages_2026_08_03,7,inserted_at,timestamp without time zone,f,now(),,
realtime,messages_2026_08_03,8,id,uuid,f,gen_random_uuid(),,
realtime,messages_2026_08_03,9,binary_payload,bytea,t,,,
realtime,messages_2026_08_04,1,topic,text,f,,,
realtime,messages_2026_08_04,2,extension,text,f,,,
realtime,messages_2026_08_04,3,payload,jsonb,t,,,
realtime,messages_2026_08_04,4,event,text,t,,,
realtime,messages_2026_08_04,5,private,boolean,t,false,,
realtime,messages_2026_08_04,6,updated_at,timestamp without time zone,f,now(),,
realtime,messages_2026_08_04,7,inserted_at,timestamp without time zone,f,now(),,
realtime,messages_2026_08_04,8,id,uuid,f,gen_random_uuid(),,
realtime,messages_2026_08_04,9,binary_payload,bytea,t,,,
realtime,messages_2026_08_05,1,topic,text,f,,,
realtime,messages_2026_08_05,2,extension,text,f,,,
realtime,messages_2026_08_05,3,payload,jsonb,t,,,
realtime,messages_2026_08_05,4,event,text,t,,,
realtime,messages_2026_08_05,5,private,boolean,t,false,,
realtime,messages_2026_08_05,6,updated_at,timestamp without time zone,f,now(),,
realtime,messages_2026_08_05,7,inserted_at,timestamp without time zone,f,now(),,
realtime,messages_2026_08_05,8,id,uuid,f,gen_random_uuid(),,
realtime,messages_2026_08_05,9,binary_payload,bytea,t,,,
realtime,messages_2026_08_06,1,topic,text,f,,,
realtime,messages_2026_08_06,2,extension,text,f,,,
realtime,messages_2026_08_06,3,payload,jsonb,t,,,
realtime,messages_2026_08_06,4,event,text,t,,,
realtime,messages_2026_08_06,5,private,boolean,t,false,,
realtime,messages_2026_08_06,6,updated_at,timestamp without time zone,f,now(),,
realtime,messages_2026_08_06,7,inserted_at,timestamp without time zone,f,now(),,
realtime,messages_2026_08_06,8,id,uuid,f,gen_random_uuid(),,
realtime,messages_2026_08_06,9,binary_payload,bytea,t,,,
realtime,schema_migrations,1,version,bigint,f,,,
realtime,schema_migrations,2,inserted_at,timestamp(0) without time zone,t,,,
realtime,subscription,1,id,bigint,f,,a,
realtime,subscription,2,subscription_id,uuid,f,,,
realtime,subscription,3,entity,regclass,f,,,
realtime,subscription,4,filters,realtime.user_defined_filter[],f,'{}'::realtime.user_defined_filter[],,
realtime,subscription,5,claims,jsonb,f,,,
realtime,subscription,6,claims_role,regrole,f,realtime.to_regrole((claims ->> 'role'::text)),,s
realtime,subscription,7,created_at,timestamp without time zone,f,"timezone('utc'::text, now())",,
realtime,subscription,8,action_filter,text,t,'*'::text,,
realtime,subscription,9,selected_columns,text[],t,,,
storage,buckets,1,id,text,f,,,
storage,buckets,2,name,text,f,,,
storage,buckets,3,owner,uuid,t,,,
storage,buckets,4,created_at,timestamp with time zone,t,now(),,
storage,buckets,5,updated_at,timestamp with time zone,t,now(),,
storage,buckets,6,public,boolean,t,false,,
storage,buckets,7,avif_autodetection,boolean,t,false,,
storage,buckets,8,file_size_limit,bigint,t,,,
storage,buckets,9,allowed_mime_types,text[],t,,,
storage,buckets,10,owner_id,text,t,,,
storage,buckets,11,type,storage.buckettype,f,'STANDARD'::storage.buckettype,,
storage,buckets_analytics,1,name,text,f,,,
storage,buckets_analytics,2,type,storage.buckettype,f,'ANALYTICS'::storage.buckettype,,
storage,buckets_analytics,3,format,text,f,'ICEBERG'::text,,
storage,buckets_analytics,4,created_at,timestamp with time zone,f,now(),,
storage,buckets_analytics,5,updated_at,timestamp with time zone,f,now(),,
storage,buckets_analytics,6,id,uuid,f,gen_random_uuid(),,
storage,buckets_analytics,7,deleted_at,timestamp with time zone,t,,,
storage,buckets_vectors,1,id,text,f,,,
storage,buckets_vectors,2,type,storage.buckettype,f,'VECTOR'::storage.buckettype,,
storage,buckets_vectors,3,created_at,timestamp with time zone,f,now(),,
storage,buckets_vectors,4,updated_at,timestamp with time zone,f,now(),,
storage,migrations,1,id,integer,f,,,
storage,migrations,2,name,character varying(100),f,,,
storage,migrations,3,hash,character varying(40),f,,,
storage,migrations,4,executed_at,timestamp without time zone,t,CURRENT_TIMESTAMP,,
storage,objects,1,id,uuid,f,gen_random_uuid(),,
storage,objects,2,bucket_id,text,t,,,
storage,objects,3,name,text,t,,,
storage,objects,4,owner,uuid,t,,,
storage,objects,5,created_at,timestamp with time zone,t,now(),,
storage,objects,6,updated_at,timestamp with time zone,t,now(),,
storage,objects,7,last_accessed_at,timestamp with time zone,t,now(),,
storage,objects,8,metadata,jsonb,t,,,
storage,objects,9,path_tokens,text[],t,"string_to_array(name, '/'::text)",,s
storage,objects,10,version,text,t,,,
storage,objects,11,owner_id,text,t,,,
storage,objects,12,user_metadata,jsonb,t,,,
storage,s3_multipart_uploads,1,id,text,f,,,
storage,s3_multipart_uploads,2,in_progress_size,bigint,f,0,,
storage,s3_multipart_uploads,3,upload_signature,text,f,,,
storage,s3_multipart_uploads,4,bucket_id,text,f,,,
storage,s3_multipart_uploads,5,key,text,f,,,
storage,s3_multipart_uploads,6,version,text,f,,,
storage,s3_multipart_uploads,7,owner_id,text,t,,,
storage,s3_multipart_uploads,8,created_at,timestamp with time zone,f,now(),,
storage,s3_multipart_uploads,9,user_metadata,jsonb,t,,,
storage,s3_multipart_uploads,10,metadata,jsonb,t,,,
storage,s3_multipart_uploads_parts,1,id,uuid,f,gen_random_uuid(),,
storage,s3_multipart_uploads_parts,2,upload_id,text,f,,,
storage,s3_multipart_uploads_parts,3,size,bigint,f,0,,
storage,s3_multipart_uploads_parts,4,part_number,integer,f,,,
storage,s3_multipart_uploads_parts,5,bucket_id,text,f,,,
storage,s3_multipart_uploads_parts,6,key,text,f,,,
storage,s3_multipart_uploads_parts,7,etag,text,f,,,
storage,s3_multipart_uploads_parts,8,owner_id,text,t,,,
storage,s3_multipart_uploads_parts,9,version,text,f,,,
storage,s3_multipart_uploads_parts,10,created_at,timestamp with time zone,f,now(),,
storage,vector_indexes,1,id,text,f,gen_random_uuid(),,
storage,vector_indexes,2,name,text,f,,,
storage,vector_indexes,3,bucket_id,text,f,,,
storage,vector_indexes,4,data_type,text,f,,,
storage,vector_indexes,5,dimension,integer,f,,,
storage,vector_indexes,6,distance_metric,text,f,,,
storage,vector_indexes,7,metadata_configuration,jsonb,t,,,
storage,vector_indexes,8,created_at,timestamp with time zone,f,now(),,
storage,vector_indexes,9,updated_at,timestamp with time zone,f,now(),,
supabase_migrations,schema_migrations,1,version,text,f,,,
supabase_migrations,schema_migrations,2,statements,text[],t,,,
supabase_migrations,schema_migrations,3,name,text,t,,,
supabase_migrations,schema_migrations,4,created_by,text,t,,,
supabase_migrations,schema_migrations,5,idempotency_key,text,t,,,
supabase_migrations,schema_migrations,6,rollback,text[],t,,,
